Locator,Sampledate,Depth,Updown,CastNotes,Chlorophyll,Chlorophyll_Qual,Density,Density_Qual,DO,DO_Qual,SigmaTheta,SigmaTheta_Qual,Light_Transmission,Light_Qual,PAR,PAR_Qual,Surface_PAR,Surface_PAR_Qual,Salinity,Salinity_Qual,Temperature,Temperature_Qual,Turbidity,Turbidity_Qual,NO23,NO23_Qual,Date,Year,Month,Day,YearDay,Bin,BinDepth,Density_mean,Density_sd,Density_n,DO_mean,DO_sd,DO_n,SigmaTheta_mean,SigmaTheta_sd,SigmaTheta_n,Salinity_mean,Salinity_sd,Salinity_n,Temperature_mean,Temperature_sd,Temperature_n,Chlorophyll_mean,Chlorophyll_sd,Chlorophyll_n,Light_Transmission_mean,Light_Transmission_sd,Light_Transmission_n,PAR_mean,PAR_sd,PAR_n,Surface_PAR_mean,Surface_PAR_sd,Surface_PAR_n,Turbidity_mean,Turbidity_sd,Turbidity_n,NO23_mean,NO23_sd,NO23_n,Depth_Qual_Auto,Chlorophyll_Qual_Auto,Density_Qual_Auto,DO_Qual_Auto,SigmaTheta_Qual_Auto,Light_Transmission_Qual_Auto,PAR_Qual_Auto,Surface_PAR_Qual_Auto,Salinity_Qual_Auto,Temperature_Qual_Auto,Turbidity_Qual_Auto,NO23_Qual_Auto,flag_reason
KSBP01,2022-07-05T08:25:00Z,134.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.66,NA,1023.521,NA,6.382,NA,22.9058,NA,89.62,NA,0.03,NA,308,E,29.8638,NA,10.256,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(134,134.5]",134.25,1023.5248717948718,0.18265126096171425,39,6.353894736842105,0.41514086111360443,39,22.91354358974359,0.18356306932047503,39,30.042861538461537,0.2814305959271072,39,11.034435897435898,0.5435559233743642,39,0.7841025641025641,0.45674891149421154,39,84.0541935483871,4.9138157435225756,39,0.06410256410256411,0.019697441554137874,39,1126.6513513513514,660.2133647632498,39,1.1975,0.6566527675589718,39,0.3008363636363636,0.03780307587293057,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,135,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.64,NA,1023.523,NA,6.377,NA,22.9057,NA,89.54,NA,0.03,NA,308,E,29.864,NA,10.257,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(134.5,135]",134.75,1023.5302631578948,0.18385653693448412,38,6.366081081081081,0.41655334314789466,38,22.916734210526315,0.18472615126226882,38,30.049884210526315,0.28185833563259405,38,11.04771052631579,0.5443389200545943,38,0.8026315789473685,0.47575081037283845,38,84.27433333333333,4.904547983202962,38,0.06368421052631579,0.019785478244406584,38,1138.6722222222222,657.0112295674845,38,1.215,0.650384501660364,38,0.3015090909090909,0.036558650263527365,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,135.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.68,NA,1023.526,NA,6.376,NA,22.9067,NA,89.59,NA,0.03,NA,309.8,E,29.8633,NA,10.248,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(135,135.5]",135.25,1023.5434594594594,0.17723784938679404,37,6.340388888888889,0.3979116397089598,37,22.927772972972974,0.17806895457261104,37,30.06747027027027,0.26827301999690223,37,11.063405405405405,0.5412787051387081,37,0.7756756756756756,0.4480732860477956,37,84.26965517241379,5.02533757413272,37,0.06378378378378378,0.02004873941054529,37,1163.96,642.89812988666,37,1.195,0.655133574166368,37,0.3026,0.040342731687380805,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,136,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.66,NA,1023.529,NA,6.375,NA,22.9073,NA,89.5,NA,0.03,NA,309.8,E,29.8636,NA,10.245,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(135.5,136]",135.75,1023.5287435897436,0.1889774029861994,39,6.3824736842105265,0.4337748660583017,39,22.91065641025641,0.18999533345359598,39,30.037371794871795,0.29323812575117497,39,11.02628205128205,0.5499715279098283,39,0.8058974358974359,0.4704796989228287,39,83.98032258064516,5.017208708615425,39,0.06384615384615384,0.019949328522585023,39,1110.6513513513514,659.4673779403857,39,1.2337500000000001,0.6912088272419146,39,0.3021,0.037068612059261125,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,136.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.66,NA,1023.533,NA,6.376,NA,22.9094,NA,89.55,NA,0.03,NA,309.8,E,29.8646,NA,10.238,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(136,136.5]",136.25,1023.5497297297297,0.177802582259822,37,6.333222222222222,0.3934216285078615,37,22.92942972972973,0.17857761752381102,37,30.068745945945945,0.2686952255236764,37,11.059621621621622,0.5431968310817887,37,0.7743243243243243,0.45296885188805286,37,83.97862068965517,5.285433300346699,37,0.06405405405405405,0.020474843570079337,37,1162.8799999999999,639.5213977011614,37,1.22,0.6668904386350558,37,0.30260909090909094,0.0370514090027749,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,137,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.66,NA,1023.538,NA,6.372,NA,22.9119,NA,89.42,NA,0.03,NA,308.5,E,29.8697,NA,10.246,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(136.5,137]",136.75,1023.5353076923077,0.19061716301007586,39,6.376868421052632,0.4296541142532407,39,22.912646153846154,0.19159145932804358,39,30.03913846153846,0.2949288447774843,39,11.022692307692308,0.551185046482202,39,0.7894871794871795,0.44994706541260415,39,83.86225806451613,4.985524184862557,39,0.06384615384615384,0.019949328522585023,39,1111.7405405405405,659.5251054354942,39,1.2075,0.6694720734600191,39,0.3049272727272727,0.038878325347398664,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,137.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.68,NA,1023.541,NA,6.371,NA,22.9123,NA,89.42,NA,0.03,NA,308.1,E,29.871,NA,10.251,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(137,137.5]",137.25,1023.5472894736843,0.18416383832245753,38,6.3537567567567566,0.41156857167328653,38,22.922415789473686,0.18505964783676626,38,30.05497105263158,0.2821403617598821,38,11.037736842105263,0.5488544179648079,38,0.7955263157894737,0.45938088400156546,38,83.74733333333333,5.2800561212621755,38,0.06368421052631579,0.019785478244406584,38,1137.6833333333334,652.0205169865658,38,1.245,0.6817414675457468,38,0.30420909090909093,0.0374435162490238,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,138,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.7,NA,1023.544,NA,6.377,NA,22.9128,NA,89.29,NA,0.03,NA,308,E,29.8722,NA,10.253,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(137.5,138]",137.75,1023.5507105263158,0.1836362308794448,38,6.354108108108108,0.4141575642047215,38,22.923484210526315,0.18454440105343403,38,30.05612105263158,0.28138816237216935,38,11.03671052631579,0.5493667562377387,38,0.7955263157894736,0.4588746361711386,38,83.76933333333334,5.066980964238373,38,0.06342105263157895,0.01935113877359658,38,1138.4,653.2821118891023,38,1.28125,0.72274155625843,38,0.3048818181818182,0.036716530832359914,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,138.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.61,NA,1023.546,NA,6.381,NA,22.9134,NA,89.56,NA,0.03,NA,307.2,E,29.8729,NA,10.252,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(138,138.5]",138.25,1023.5523513513514,0.18573655420398263,37,6.354054054054054,0.4134892142853672,37,22.923008108108107,0.18676401238279638,37,30.053135135135136,0.28326853201729124,37,11.025891891891892,0.5540325293189412,37,0.7859459459459459,0.46653247748956617,37,83.8248275862069,5.329380572884656,37,0.06243243243243243,0.018619793143230586,37,1107.7914285714285,628.509293941966,37,1.2725,0.6823227137610808,37,0.3024090909090909,0.0356187718638769,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,139,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.64,NA,1023.549,NA,6.391,NA,22.9135,NA,89.56,NA,0.03,NA,307.9,E,29.8726,NA,10.251,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(138.5,139]",138.75,1023.5537142857142,0.17661732834652472,35,6.361424242424243,0.4231212909957846,35,22.922457142857144,0.17761754398924978,35,30.071951428571428,0.27097167571909947,35,11.1154,0.5289538065008746,35,0.7931428571428571,0.46907149479252175,35,84.29185185185185,5.091666673660944,35,0.06371428571428571,0.020592076472405064,35,1226.2242424242424,678.9103378900187,35,1.24625,0.6671246938488015,35,0.30314545454545455,0.039486614532936684,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,139.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.69,NA,1023.553,NA,6.405,NA,22.915,NA,89.68,NA,0.03,NA,306,E,29.8746,NA,10.251,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(139,139.5]",139.25,1023.5636904761905,0.18709388384044146,42,6.341317073170732,0.4045775845881967,42,22.929685714285714,0.1880597603143141,42,30.051526190476192,0.28588439507274466,42,10.9795,0.5586418744620197,42,0.7990476190476191,0.45571605153685246,42,83.11735294117648,5.1648475637240505,42,0.06404761904761905,0.018878239351752785,42,1090.57,639.5729782140099,42,1.3162500000000001,0.7094250690322612,42,0.30154545454545456,0.040939598523589936,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:25:00Z,140,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.69,NA,1023.558,NA,6.421,NA,22.9183,NA,89.52,NA,0.03,NA,306.1,E,29.8869,NA,10.29,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(139.5,140]",139.75,1023.5531621621622,0.17377611930193226,37,6.355166666666666,0.4162487923620405,37,22.917054054054056,0.1747666994001408,37,30.0488027027027,0.2727215444841603,37,11.041108108108109,0.5585586999781862,37,0.7737837837837838,0.4576834868926059,37,83.79034482758621,5.080100169680724,37,0.06297297297297297,0.019417183807829266,37,1134.8085714285714,656.4830374455852,37,1.34125,0.7504367775788024,37,0.30069999999999997,0.038013234537460756,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,140.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.86,NA,1023.562,NA,6.44,NA,22.9199,NA,89.58,NA,0.03,NA,304.7,E,29.895,NA,10.319,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(140,140.5]",140.25,1023.5788684210527,0.19329772178193888,38,6.342729729729729,0.4122740221859357,38,22.940507894736843,0.1942595162809749,38,30.0813,0.2853312498871478,38,11.052710526315789,0.5333673703725172,38,0.7926315789473685,0.4497668117166537,38,83.61166666666666,5.12220930467699,38,0.06394736842105263,0.019937669587073114,38,1155.963888888889,624.3434119835827,38,1.335,0.7266164246501923,38,0.3029181818181818,0.0390301375396454,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,141,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.75,NA,1023.567,NA,6.437,NA,22.9223,NA,89.84,NA,0.03,NA,304.2,E,29.9018,NA,10.336,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(140.5,141]",140.75,1023.5714358974359,0.17936742573362724,39,6.344236842105263,0.40557836142307074,39,22.930571794871796,0.18028842089788133,39,30.059679487179487,0.2760007181335881,39,11.011384615384616,0.5633899563490459,39,0.7671794871794871,0.4420701820796565,39,83.32387096774194,5.2992701871228505,39,0.06358974358974359,0.019799944110391546,39,1104.4783783783785,650.9593186363642,39,1.36125,0.743244576165881,39,0.3008,0.038302219256852475,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,141.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.81,NA,1023.57,NA,6.452,NA,22.924,NA,89.45,NA,0.03,NA,304.3,E,29.9044,NA,10.338,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(141,141.5]",141.25,1023.5748611111111,0.18550119795958855,36,6.360485714285715,0.41441222525038374,36,22.932058333333334,0.18644499667653816,36,30.074572222222223,0.2806523549682176,36,11.07125,0.5410910340625292,36,0.8133333333333334,0.45273770394283336,36,83.79821428571428,5.278538696191946,36,0.06222222222222222,0.019582953390437908,36,1151.8588235294117,637.7500802977496,36,1.3787500000000001,0.7884602988465196,36,0.30203636363636366,0.03874961348780843,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,142,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.78,NA,1023.574,NA,6.456,NA,22.9254,NA,89.22,NA,0.03,NA,304.3,E,29.9065,NA,10.341,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(141.5,142]",141.75,1023.5784871794872,0.17776209290345701,39,6.329552631578947,0.4148117578520974,39,22.93311794871795,0.17871983937200472,39,30.064105128205128,0.27290619744628086,39,11.016923076923076,0.5581094207286532,39,0.7835897435897436,0.4666481102923339,39,83.00806451612904,5.330268548178312,39,0.06333333333333334,0.019376237934419262,39,1114.9864864864865,643.4101599904831,39,1.3575000000000002,0.7941167600368529,39,0.3027,0.03809356901105488,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,142.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.79,NA,1023.577,NA,6.459,NA,22.9264,NA,89.25,NA,0.03,NA,302.7,E,29.909300000000002,NA,10.347,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(142,142.5]",142.25,1023.5795897435897,0.1767747180585156,39,6.354210526315789,0.40970465023812275,39,22.932028205128205,0.1777660259245548,39,30.063320512820514,0.27156536499135525,39,11.019923076923076,0.5532655393976931,39,0.7902564102564102,0.4498800259922357,39,83.11516129032258,5.4221544739877094,39,0.06384615384615384,0.019816976323528458,39,1114.4756756756756,630.1259033828986,39,1.41,0.8505124505681434,39,0.30219090909090907,0.03883226633987397,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,143,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.74,NA,1023.58,NA,6.459,NA,22.9263,NA,88.89,NA,0.03,NA,302.5,E,29.9094,NA,10.348,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(142.5,143]",142.75,1023.5824324324325,0.1797982728474275,37,6.349864864864865,0.41369111948692155,37,22.9326,0.18071773724666768,37,30.065213513513513,0.27411003281545543,37,11.025351351351352,0.5546589651015906,37,0.794054054054054,0.45348318270581656,37,83.52310344827586,5.20465183647439,37,0.062162162162162166,0.018876077619736212,37,1091.0828571428572,610.3539867234781,37,1.39375,0.7937062698865008,37,0.30217272727272726,0.0360195250082255,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,143.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.73,NA,1023.582,NA,6.464,NA,22.9269,NA,88.92,NA,0.03,NA,300.8,E,29.91,NA,10.347,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(143,143.5]",143.25,1023.5908461538462,0.17510486158472968,39,6.347864864864865,0.41175971702506853,39,22.938764102564104,0.17607935185917495,39,30.077602564102563,0.268717152692468,39,11.045923076923076,0.5463922046438316,39,0.8102564102564103,0.465812742924649,39,83.1025806451613,5.326395884486955,39,0.06410256410256411,0.02022478270235863,39,1155.8243243243244,657.6524134312075,39,1.38625,0.8061537871717954,39,0.30113636363636365,0.03539726748570496,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,144,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.8,NA,1023.585,NA,6.469,NA,22.9269,NA,88.92,NA,0.03,NA,300.6,E,29.9106,NA,10.35,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(143.5,144]",143.75,1023.5914736842105,0.17682710090109588,38,6.346135135135135,0.4118110517486659,38,22.937068421052633,0.17773082457144293,38,30.073168421052632,0.27045444248949646,38,11.035578947368421,0.5504536522983491,38,0.8084210526315789,0.45942694220135116,38,82.87566666666666,5.737347508804186,38,0.06315789473684211,0.01960491708287638,38,1124.15,636.8908507069997,38,1.4475,0.8816988471937893,38,0.29962727272727274,0.0340399204143926,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,144.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.93,NA,1023.587,NA,6.462,NA,22.9266,NA,88.87,NA,0.03,NA,300.6,E,29.9105,NA,10.352,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(144,144.5]",144.25,1023.5945789473684,0.17714257985832316,38,6.344027027027027,0.41211894766805734,38,22.93796052631579,0.17803774203495373,38,30.074181578947368,0.2707458745215012,38,11.035052631578948,0.5503276639381218,38,0.7942105263157895,0.44934565987484976,38,82.84633333333333,5.8758655904284955,38,0.06315789473684211,0.01960491708287638,38,1126.088888888889,637.601958581764,38,1.39625,0.8069154230772889,38,0.2997,0.0339208490459776,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,145,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.78,NA,1023.588,NA,6.454,NA,22.926,NA,88.7,NA,0.03,NA,298.9,E,29.9091,NA,10.349,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(144.5,145]",144.75,1023.5976052631579,0.17610263277090227,38,6.340837837837838,0.4095244202129474,38,22.938665789473685,0.17710246732652749,38,30.074915789473685,0.2694644844735633,38,11.034210526315789,0.5515320263614963,38,0.8210526315789474,0.4955465967873074,38,82.781,6.064753655059018,38,0.06315789473684211,0.01960491708287638,38,1126.6722222222222,638.8913825016899,38,1.385,0.789466365880867,38,0.3013181818181818,0.03478622768228306,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,145.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.77,NA,1023.591,NA,6.461,NA,22.9266,NA,88.96,NA,0.03,NA,298.8,E,29.9103,NA,10.351,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(145,145.5]",145.25,1023.601,0.1743041765017344,38,6.338108108108108,0.406131737233115,38,22.939755263157895,0.17524694344771524,38,30.07580263157895,0.26725288003084213,38,11.031947368421053,0.5522097108188314,38,0.8091891891891891,0.47889559508413837,38,82.64866666666667,6.243837090219074,38,0.06315789473684211,0.01960491708287638,38,1128.0388888888888,640.8022357183121,38,1.43,0.8049134824847416,38,0.3030818181818182,0.03808970512308591,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,146,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.8,NA,1023.594,NA,6.467,NA,22.9269,NA,88.83,NA,0.03,NA,297.5,E,29.9137,NA,10.365,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(145.5,146]",145.75,1023.6054722222223,0.178814426728795,36,6.348342857142857,0.4054756787409329,36,22.942144444444445,0.17973191058501461,36,30.087344444444444,0.2695479182890645,36,11.071027777777777,0.5389013949620688,36,0.8197142857142857,0.4725804364418433,36,83.24107142857143,5.776095271660742,36,0.0625,0.019910514092523365,36,1174.4617647058824,634.0613525494133,36,1.44125,0.78530135253017,36,0.30013636363636365,0.03847438817518149,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,146.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.83,NA,1023.598,NA,6.469,NA,22.9286,NA,88.6,NA,0.03,NA,297,E,29.9154,NA,10.364,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(146,146.5]",146.25,1023.6072307692308,0.17072437952788044,39,6.315578947368421,0.4038214504816854,39,22.94147435897436,0.17170518601423632,39,30.071094871794873,0.26465919589730746,39,11.000051282051283,0.5679095993997799,39,0.7812820512820513,0.45146649632164804,39,82.49870967741936,5.9686283973989,39,0.06384615384615384,0.01954958400625992,39,1113.3216216216217,654.9374067357443,39,1.43125,0.7397960626319352,39,0.3024272727272727,0.03839020945264796,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,147,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.89,NA,1023.601,NA,6.444,NA,22.9293,NA,88.53,NA,0.03,NA,297,E,29.916,NA,10.362,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(146.5,147]",146.75,1023.6087692307692,0.17045071236029175,39,6.341394736842105,0.4006942987523426,39,22.94077435897436,0.1712313942531212,39,30.07546153846154,0.2612900129170698,39,11.024923076923077,0.5463895075192474,39,0.8074358974358975,0.45006852079911674,39,82.17290322580645,6.3278185780716925,39,0.06384615384615384,0.020978106960827494,39,1118.8675675675674,653.9332424533758,39,1.34625,0.7154606408261942,39,0.30656363636363637,0.03600092423056032,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,147.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.83,NA,1023.609,NA,6.424,NA,22.9356,NA,88.47,NA,0.03,NA,297,E,29.914,NA,10.314,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(147,147.5]",147.25,1023.6136578947369,0.1739548366854439,38,6.334864864864865,0.4070122276461156,38,22.94344210526316,0.1747776311242203,38,30.07999210526316,0.26556090804546995,38,11.029684210526316,0.554435729965948,38,0.8160526315789474,0.45584219337744275,38,82.34566666666666,6.222196465121838,38,0.06315789473684211,0.01960491708287638,38,1138.8972222222221,654.6414597695492,38,1.35625,0.6951040518204039,38,0.3049454545454545,0.035667810800113976,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,148,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.83,NA,1023.613,NA,6.422,NA,22.9368,NA,88.34,NA,0.03,NA,297,E,29.9131,NA,10.302,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(147.5,148]",147.75,1023.6166578947368,0.1744897234356,38,6.333027027027027,0.4071743065517714,38,22.944115789473685,0.17530815112841308,38,30.080763157894737,0.2659928462978845,38,11.029263157894738,0.5553330475859598,38,0.8289473684210527,0.46486144098775495,38,82.163,6.499881776113183,38,0.06342105263157895,0.01962848396198249,38,1137.9305555555557,652.9309899301082,38,1.3587500000000001,0.737417065554784,38,0.3052909090909091,0.03570771497997189,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,148.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.78,NA,1023.615,NA,6.423,NA,22.9366,NA,88.19,NA,0.03,NA,297,E,29.9126,NA,10.301,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(148,148.5]",148.25,1023.6195789473684,0.1737557514628803,38,6.330648648648649,0.40488250807529996,38,22.94468947368421,0.1746343682924547,38,30.081094736842104,0.26488708042665265,38,11.027342105263157,0.5568352794583888,38,0.8089473684210526,0.4628746224129907,38,82.361,6.221092791241856,38,0.06315789473684211,0.01960491708287638,38,1135.8722222222223,650.5988321148496,38,1.41625,0.7580225684540759,38,0.30605454545454547,0.03541819768526806,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,149,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.92,NA,1023.617,NA,6.417,NA,22.9367,NA,88,NA,0.03,NA,295.8,E,29.9126,NA,10.301,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(148.5,149]",148.75,1023.622945945946,0.17652131535532722,37,6.327527777777778,0.4081203944293967,37,22.94604864864865,0.17751533833825545,37,30.08787027027027,0.26626331355849064,37,11.050702702702702,0.5454194036022423,37,0.8348648648648649,0.4707300572374647,37,82.01482758620689,7.120163331137072,37,0.06297297297297297,0.019841715996699826,37,1160.8742857142856,637.0819045796679,37,1.45875,0.8137644007942347,37,0.30425454545454544,0.03654997574927687,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:26:00Z,149.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.78,NA,1023.62,NA,6.41,NA,22.9368,NA,88.17,NA,0.03,NA,296.8,E,29.9128,NA,10.301,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(149,149.5]",149.25,1023.6261025641026,0.17135693662671517,39,6.324973684210526,0.3952369447964167,39,22.94677435897436,0.17219482191302135,39,30.07843076923077,0.2627644614216976,39,11.002794871794872,0.5685397351982756,39,0.8017948717948719,0.4523265692352897,39,81.75645161290322,6.860596450449043,39,0.06358974358974359,0.019397121257816025,39,1108.1756756756756,655.8741983902966,39,1.47375,0.7552092898187703,39,0.3053181818181818,0.035524943861512816,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
